register	pSampleID	pStart	boundary	surface	lexeme	lexemeBERT	permalink
江戸-人情本	53-人情1832_02006	51210	I	緋	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851832_02006,51210
江戸-人情本	53-人情1832_06002	20530	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851832_06002,20530
江戸-人情本	53-人情1833_02007	31770	I	あかく	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851833_02007,31770
江戸-人情本	53-人情1833_06004	15620	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851833_06004,15620
江戸-人情本	53-人情1834_05007	61550	B	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851834_05007,61550
江戸-人情本	53-人情1851_07007	68800	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851851_07007,68800
江戸-人情本	53-人情1858_07013	17480	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851858_07013,17480
江戸-人情本	53-人情1858_07014	12910	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851858_07014,12910
江戸-人情本	53-人情1864_03002	55530	I	あかく	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851864_03002,55530
江戸-人情本	53-人情1864_03004	7530	I	緋	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=53-%E4%BA%BA%E6%83%851864_03004,7530
明治・大正-初期口語	60C口語1871_02102	24260	I	あかく	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1871_02102,24260
明治・大正-初期口語	60C口語1872_02304	35200	B	あかい	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1872_02304,35200
明治・大正-初期口語	60C口語1872_02305	18410	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1872_02305,18410
明治・大正-初期口語	60C口語1872_03102	1130	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1872_03102,1130
明治・大正-初期口語	60C口語1872_03103	37590	B	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1872_03103,37590
明治・大正-初期口語	60C口語1875_07203	28610	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60C%E5%8F%A3%E8%AA%9E1875_07203,28610
明治・大正-雑誌	60M国民1887_07027	2320	I	紅	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911887_07027,2320
明治・大正-雑誌	60M国民1887_12016	390	I	紅	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911887_12016,390
明治・大正-雑誌	60M国民1887_12016	3110	I	紅	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911887_12016,3110
明治・大正-雑誌	60M国民1888_17003	21640	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_17003,21640
明治・大正-雑誌	60M国民1888_21026	330	I	紅	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_21026,330
明治・大正-雑誌	60M国民1888_25041	8850	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_25041,8850
明治・大正-雑誌	60M国民1888_25041	32220	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_25041,32220
明治・大正-雑誌	60M国民1888_27007	9350	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_27007,9350
明治・大正-雑誌	60M国民1888_27007	18400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_27007,18400
明治・大正-雑誌	60M国民1888_27007	32460	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_27007,32460
明治・大正-雑誌	60M国民1888_30001	1610	I	赤	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_30001,1610
明治・大正-雑誌	60M国民1888_30001	11820	I	赤	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_30001,11820
明治・大正-雑誌	60M国民1888_30008	17990	I	紅	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_30008,17990
明治・大正-雑誌	60M国民1888_35030	890	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%9B%BD%E6%B0%911888_35030,890
明治・大正-雑誌	60M太陽1895_01051	13890	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_01051,13890
明治・大正-雑誌	60M太陽1895_02034	14350	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_02034,14350
明治・大正-雑誌	60M太陽1895_04009	9500	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_04009,9500
明治・大正-雑誌	60M太陽1895_04012	27640	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_04012,27640
明治・大正-雑誌	60M太陽1895_04013	63690	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_04013,63690
明治・大正-雑誌	60M太陽1895_04018	29580	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_04018,29580
明治・大正-雑誌	60M太陽1895_05005	23880	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05005,23880
明治・大正-雑誌	60M太陽1895_05005	25000	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05005,25000
明治・大正-雑誌	60M太陽1895_05010	71320	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05010,71320
明治・大正-雑誌	60M太陽1895_05025	7810	B	朱く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05025,7810
明治・大正-雑誌	60M太陽1895_05026	26500	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05026,26500
明治・大正-雑誌	60M太陽1895_05033	32930	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_05033,32930
明治・大正-雑誌	60M太陽1895_06015	14030	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_06015,14030
明治・大正-雑誌	60M太陽1895_06018	6720	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_06018,6720
明治・大正-雑誌	60M太陽1895_06026	22080	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_06026,22080
明治・大正-雑誌	60M太陽1895_07029	21670	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,21670
明治・大正-雑誌	60M太陽1895_07029	21890	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,21890
明治・大正-雑誌	60M太陽1895_07029	22140	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,22140
明治・大正-雑誌	60M太陽1895_07029	27930	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,27930
明治・大正-雑誌	60M太陽1895_07029	43620	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,43620
明治・大正-雑誌	60M太陽1895_07029	104380	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,104380
明治・大正-雑誌	60M太陽1895_07029	104810	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07029,104810
明治・大正-雑誌	60M太陽1895_07030	118450	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07030,118450
明治・大正-雑誌	60M太陽1895_07055	1070	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_07055,1070
明治・大正-雑誌	60M太陽1895_08013	26920	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_08013,26920
明治・大正-雑誌	60M太陽1895_08029	14210	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_08029,14210
明治・大正-雑誌	60M太陽1895_08032	136150	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_08032,136150
明治・大正-雑誌	60M太陽1895_08041	45100	I	赭	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_08041,45100
明治・大正-雑誌	60M太陽1895_09029	31850	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_09029,31850
明治・大正-雑誌	60M太陽1895_09036	6060	B	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_09036,6060
明治・大正-雑誌	60M太陽1895_10039	1220	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_10039,1220
明治・大正-雑誌	60M太陽1895_10039	9330	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_10039,9330
明治・大正-雑誌	60M太陽1895_10049	5300	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_10049,5300
明治・大正-雑誌	60M太陽1895_11024	128410	I	赧う	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_11024,128410
明治・大正-雑誌	60M太陽1895_11046	16660	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_11046,16660
明治・大正-雑誌	60M太陽1895_12025	24050	I	紅う	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12025,24050
明治・大正-雑誌	60M太陽1895_12025	44260	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12025,44260
明治・大正-雑誌	60M太陽1895_12025	44560	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12025,44560
明治・大正-雑誌	60M太陽1895_12025	45280	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12025,45280
明治・大正-雑誌	60M太陽1895_12026	115920	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12026,115920
明治・大正-雑誌	60M太陽1895_12031	11520	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12031,11520
明治・大正-雑誌	60M太陽1895_12031	11660	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12031,11660
明治・大正-雑誌	60M太陽1895_12031	12790	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12031,12790
明治・大正-雑誌	60M太陽1895_12031	13430	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12031,13430
明治・大正-雑誌	60M太陽1895_12031	14160	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1895_12031,14160
明治・大正-雑誌	60M太陽1901_02029	137240	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_02029,137240
明治・大正-雑誌	60M太陽1901_02035	13560	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_02035,13560
明治・大正-雑誌	60M太陽1901_04026	62610	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_04026,62610
明治・大正-雑誌	60M太陽1901_04033	2370	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_04033,2370
明治・大正-雑誌	60M太陽1901_05012	60080	I	紅かり	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_05012,60080
明治・大正-雑誌	60M太陽1901_05012	62120	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_05012,62120
明治・大正-雑誌	60M太陽1901_05023	136400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_05023,136400
明治・大正-雑誌	60M太陽1901_05023	226490	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_05023,226490
明治・大正-雑誌	60M太陽1901_07020	18430	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07020,18430
明治・大正-雑誌	60M太陽1901_07021	12730	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07021,12730
明治・大正-雑誌	60M太陽1901_07026	4380	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,4380
明治・大正-雑誌	60M太陽1901_07026	4840	I	赤	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,4840
明治・大正-雑誌	60M太陽1901_07026	20070	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,20070
明治・大正-雑誌	60M太陽1901_07026	22690	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,22690
明治・大正-雑誌	60M太陽1901_07026	55560	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,55560
明治・大正-雑誌	60M太陽1901_07026	63670	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,63670
明治・大正-雑誌	60M太陽1901_07026	70830	B	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,70830
明治・大正-雑誌	60M太陽1901_07026	77140	B	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,77140
明治・大正-雑誌	60M太陽1901_07026	106570	B	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_07026,106570
明治・大正-雑誌	60M太陽1901_08020	7850	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_08020,7850
明治・大正-雑誌	60M太陽1901_08020	146490	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_08020,146490
明治・大正-雑誌	60M太陽1901_08021	37260	B	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_08021,37260
明治・大正-雑誌	60M太陽1901_08021	46210	B	赭き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_08021,46210
明治・大正-雑誌	60M太陽1901_09023	22250	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_09023,22250
明治・大正-雑誌	60M太陽1901_10008	61570	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10008,61570
明治・大正-雑誌	60M太陽1901_10008	104060	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10008,104060
明治・大正-雑誌	60M太陽1901_10021	90720	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10021,90720
明治・大正-雑誌	60M太陽1901_10021	109990	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10021,109990
明治・大正-雑誌	60M太陽1901_10031	19590	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10031,19590
明治・大正-雑誌	60M太陽1901_10033	4910	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_10033,4910
明治・大正-雑誌	60M太陽1901_12021	53340	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_12021,53340
明治・大正-雑誌	60M太陽1901_12032	2610	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_12032,2610
明治・大正-雑誌	60M太陽1901_13020	147790	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_13020,147790
明治・大正-雑誌	60M太陽1901_13024	82180	I	薄赤	薄赤い	薄赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_13024,82180
明治・大正-雑誌	60M太陽1901_13031	76720	I	赭	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_13031,76720
明治・大正-雑誌	60M太陽1901_14005	92710	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14005,92710
明治・大正-雑誌	60M太陽1901_14016	67400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,67400
明治・大正-雑誌	60M太陽1901_14016	71800	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,71800
明治・大正-雑誌	60M太陽1901_14016	92840	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,92840
明治・大正-雑誌	60M太陽1901_14016	146680	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,146680
明治・大正-雑誌	60M太陽1901_14016	167140	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,167140
明治・大正-雑誌	60M太陽1901_14016	263850	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,263850
明治・大正-雑誌	60M太陽1901_14016	301830	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,301830
明治・大正-雑誌	60M太陽1901_14016	324740	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14016,324740
明治・大正-雑誌	60M太陽1901_14017	3440	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14017,3440
明治・大正-雑誌	60M太陽1901_14021	63400	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14021,63400
明治・大正-雑誌	60M太陽1901_14021	81890	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14021,81890
明治・大正-雑誌	60M太陽1901_14027	10180	I	赭	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14027,10180
明治・大正-雑誌	60M太陽1901_14027	10540	I	赭	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14027,10540
明治・大正-雑誌	60M太陽1901_14032	24670	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1901_14032,24670
明治・大正-雑誌	60M太陽1909_01016	23140	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01016,23140
明治・大正-雑誌	60M太陽1909_01017	16360	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01017,16360
明治・大正-雑誌	60M太陽1909_01020	28430	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01020,28430
明治・大正-雑誌	60M太陽1909_01020	48400	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01020,48400
明治・大正-雑誌	60M太陽1909_01020	48810	B	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01020,48810
明治・大正-雑誌	60M太陽1909_01024	45320	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01024,45320
明治・大正-雑誌	60M太陽1909_01024	93510	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01024,93510
明治・大正-雑誌	60M太陽1909_01032	420	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01032,420
明治・大正-雑誌	60M太陽1909_01037	4570	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01037,4570
明治・大正-雑誌	60M太陽1909_01041	17590	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01041,17590
明治・大正-雑誌	60M太陽1909_01045	84450	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01045,84450
明治・大正-雑誌	60M太陽1909_01048	16370	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01048,16370
明治・大正-雑誌	60M太陽1909_01059	45960	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01059,45960
明治・大正-雑誌	60M太陽1909_01060	1360	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_01060,1360
明治・大正-雑誌	60M太陽1909_02027	44740	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_02027,44740
明治・大正-雑誌	60M太陽1909_02027	178320	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_02027,178320
明治・大正-雑誌	60M太陽1909_02039	8760	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_02039,8760
