register	pSampleID	pStart	boundary	surface	lexeme	lexemeBERT	permalink
明治・大正-雑誌	60M太陽1909_02048	44390	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_02048,44390
明治・大正-雑誌	60M太陽1909_04023	82300	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04023,82300
明治・大正-雑誌	60M太陽1909_04024	1510	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04024,1510
明治・大正-雑誌	60M太陽1909_04024	28590	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04024,28590
明治・大正-雑誌	60M太陽1909_04041	29230	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04041,29230
明治・大正-雑誌	60M太陽1909_04041	37350	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04041,37350
明治・大正-雑誌	60M太陽1909_04046	8100	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04046,8100
明治・大正-雑誌	60M太陽1909_04046	21670	B	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04046,21670
明治・大正-雑誌	60M太陽1909_04046	28420	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_04046,28420
明治・大正-雑誌	60M太陽1909_05025	63450	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_05025,63450
明治・大正-雑誌	60M太陽1909_05025	91350	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_05025,91350
明治・大正-雑誌	60M太陽1909_05026	9610	I	赧く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_05026,9610
明治・大正-雑誌	60M太陽1909_05039	50130	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_05039,50130
明治・大正-雑誌	60M太陽1909_06034	15850	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_06034,15850
明治・大正-雑誌	60M太陽1909_06037	2250	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_06037,2250
明治・大正-雑誌	60M太陽1909_06038	8930	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_06038,8930
明治・大正-雑誌	60M太陽1909_06050	19950	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_06050,19950
明治・大正-雑誌	60M太陽1909_06055	11680	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_06055,11680
明治・大正-雑誌	60M太陽1909_08011	44150	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08011,44150
明治・大正-雑誌	60M太陽1909_08011	44270	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08011,44270
明治・大正-雑誌	60M太陽1909_08026	26310	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08026,26310
明治・大正-雑誌	60M太陽1909_08026	37830	I	酡く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08026,37830
明治・大正-雑誌	60M太陽1909_08026	151410	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08026,151410
明治・大正-雑誌	60M太陽1909_08028	10120	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08028,10120
明治・大正-雑誌	60M太陽1909_08065	7300	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_08065,7300
明治・大正-雑誌	60M太陽1909_10027	2750	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_10027,2750
明治・大正-雑誌	60M太陽1909_10027	192590	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_10027,192590
明治・大正-雑誌	60M太陽1909_10027	209800	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_10027,209800
明治・大正-雑誌	60M太陽1909_10028	19070	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_10028,19070
明治・大正-雑誌	60M太陽1909_10029	32490	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_10029,32490
明治・大正-雑誌	60M太陽1909_11043	12270	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_11043,12270
明治・大正-雑誌	60M太陽1909_12029	5860	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12029,5860
明治・大正-雑誌	60M太陽1909_12032	23760	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12032,23760
明治・大正-雑誌	60M太陽1909_12032	24030	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12032,24030
明治・大正-雑誌	60M太陽1909_12034	11800	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12034,11800
明治・大正-雑誌	60M太陽1909_12034	90110	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12034,90110
明治・大正-雑誌	60M太陽1909_12040	5030	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12040,5030
明治・大正-雑誌	60M太陽1909_12040	9730	I	朱く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12040,9730
明治・大正-雑誌	60M太陽1909_12040	18710	I	朱く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12040,18710
明治・大正-雑誌	60M太陽1909_12041	3340	B	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12041,3340
明治・大正-雑誌	60M太陽1909_12042	8520	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_12042,8520
明治・大正-雑誌	60M太陽1909_13032	276190	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13032,276190
明治・大正-雑誌	60M太陽1909_13037	250	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13037,250
明治・大正-雑誌	60M太陽1909_13037	1520	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13037,1520
明治・大正-雑誌	60M太陽1909_13037	1650	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13037,1650
明治・大正-雑誌	60M太陽1909_13037	4970	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13037,4970
明治・大正-雑誌	60M太陽1909_13039	530	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_13039,530
明治・大正-雑誌	60M太陽1909_14030	67170	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14030,67170
明治・大正-雑誌	60M太陽1909_14030	78810	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14030,78810
明治・大正-雑誌	60M太陽1909_14030	111200	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14030,111200
明治・大正-雑誌	60M太陽1909_14030	141120	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14030,141120
明治・大正-雑誌	60M太陽1909_14030	155680	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14030,155680
明治・大正-雑誌	60M太陽1909_14038	33610	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_14038,33610
明治・大正-雑誌	60M太陽1909_16029	32510	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16029,32510
明治・大正-雑誌	60M太陽1909_16029	36050	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16029,36050
明治・大正-雑誌	60M太陽1909_16041	3600	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16041,3600
明治・大正-雑誌	60M太陽1909_16041	5200	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16041,5200
明治・大正-雑誌	60M太陽1909_16044	28910	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,28910
明治・大正-雑誌	60M太陽1909_16044	29150	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,29150
明治・大正-雑誌	60M太陽1909_16044	29490	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,29490
明治・大正-雑誌	60M太陽1909_16044	29890	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,29890
明治・大正-雑誌	60M太陽1909_16044	34450	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,34450
明治・大正-雑誌	60M太陽1909_16044	85340	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16044,85340
明治・大正-雑誌	60M太陽1909_16050	9700	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16050,9700
明治・大正-雑誌	60M太陽1909_16051	10400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16051,10400
明治・大正-雑誌	60M太陽1909_16052	15910	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16052,15910
明治・大正-雑誌	60M太陽1909_16053	34550	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1909_16053,34550
明治・大正-雑誌	60M太陽1917_01026	14070	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01026,14070
明治・大正-雑誌	60M太陽1917_01028	570	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,570
明治・大正-雑誌	60M太陽1917_01028	2760	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,2760
明治・大正-雑誌	60M太陽1917_01028	9240	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,9240
明治・大正-雑誌	60M太陽1917_01028	11040	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,11040
明治・大正-雑誌	60M太陽1917_01028	13480	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,13480
明治・大正-雑誌	60M太陽1917_01028	26540	I	紅し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,26540
明治・大正-雑誌	60M太陽1917_01028	29280	I	紅き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01028,29280
明治・大正-雑誌	60M太陽1917_01029	9520	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01029,9520
明治・大正-雑誌	60M太陽1917_01029	14940	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01029,14940
明治・大正-雑誌	60M太陽1917_01039	53580	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01039,53580
明治・大正-雑誌	60M太陽1917_01039	134620	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01039,134620
明治・大正-雑誌	60M太陽1917_01039	137530	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01039,137530
明治・大正-雑誌	60M太陽1917_01040	146780	B	赭	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01040,146780
明治・大正-雑誌	60M太陽1917_01040	162900	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_01040,162900
明治・大正-雑誌	60M太陽1917_02024	47900	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02024,47900
明治・大正-雑誌	60M太陽1917_02024	48610	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02024,48610
明治・大正-雑誌	60M太陽1917_02025	90580	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02025,90580
明治・大正-雑誌	60M太陽1917_02035	2130	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02035,2130
明治・大正-雑誌	60M太陽1917_02035	10920	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02035,10920
明治・大正-雑誌	60M太陽1917_02039	86300	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,86300
明治・大正-雑誌	60M太陽1917_02039	105510	I	うす赤く	薄赤い	薄赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,105510
明治・大正-雑誌	60M太陽1917_02039	141020	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,141020
明治・大正-雑誌	60M太陽1917_02039	147440	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,147440
明治・大正-雑誌	60M太陽1917_02039	156400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,156400
明治・大正-雑誌	60M太陽1917_02039	180740	I	紅かつ	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,180740
明治・大正-雑誌	60M太陽1917_02039	201260	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,201260
明治・大正-雑誌	60M太陽1917_02039	246060	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,246060
明治・大正-雑誌	60M太陽1917_02039	254310	I	紅く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,254310
明治・大正-雑誌	60M太陽1917_02039	280470	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,280470
明治・大正-雑誌	60M太陽1917_02039	281060	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_02039,281060
明治・大正-雑誌	60M太陽1917_03040	101220	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_03040,101220
明治・大正-雑誌	60M太陽1917_04027	31500	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,31500
明治・大正-雑誌	60M太陽1917_04027	36480	I	紅い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,36480
明治・大正-雑誌	60M太陽1917_04027	40540	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,40540
明治・大正-雑誌	60M太陽1917_04027	53200	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,53200
明治・大正-雑誌	60M太陽1917_04027	72430	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,72430
明治・大正-雑誌	60M太陽1917_04027	74380	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,74380
明治・大正-雑誌	60M太陽1917_04027	80120	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04027,80120
明治・大正-雑誌	60M太陽1917_04038	24490	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04038,24490
明治・大正-雑誌	60M太陽1917_04038	353590	I	褐く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04038,353590
明治・大正-雑誌	60M太陽1917_04039	23440	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,23440
明治・大正-雑誌	60M太陽1917_04039	23820	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,23820
明治・大正-雑誌	60M太陽1917_04039	32310	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,32310
明治・大正-雑誌	60M太陽1917_04039	65180	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,65180
明治・大正-雑誌	60M太陽1917_04039	123230	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,123230
明治・大正-雑誌	60M太陽1917_04039	154190	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,154190
明治・大正-雑誌	60M太陽1917_04039	204140	I	赧	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,204140
明治・大正-雑誌	60M太陽1917_04039	218910	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,218910
明治・大正-雑誌	60M太陽1917_04039	287930	I	赧く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,287930
明治・大正-雑誌	60M太陽1917_04039	316990	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04039,316990
明治・大正-雑誌	60M太陽1917_04040	21710	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04040,21710
明治・大正-雑誌	60M太陽1917_04040	126750	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04040,126750
明治・大正-雑誌	60M太陽1917_04040	156560	I	赤う	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04040,156560
明治・大正-雑誌	60M太陽1917_04041	18780	B	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04041,18780
明治・大正-雑誌	60M太陽1917_04041	31710	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04041,31710
明治・大正-雑誌	60M太陽1917_04041	32600	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04041,32600
明治・大正-雑誌	60M太陽1917_04041	59400	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04041,59400
明治・大正-雑誌	60M太陽1917_04041	179940	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_04041,179940
明治・大正-雑誌	60M太陽1917_05021	51140	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05021,51140
明治・大正-雑誌	60M太陽1917_05022	57750	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05022,57750
明治・大正-雑誌	60M太陽1917_05023	2120	I	赤し	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05023,2120
明治・大正-雑誌	60M太陽1917_05023	6670	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05023,6670
明治・大正-雑誌	60M太陽1917_05029	87970	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05029,87970
明治・大正-雑誌	60M太陽1917_05029	118290	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05029,118290
明治・大正-雑誌	60M太陽1917_05030	23720	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,23720
明治・大正-雑誌	60M太陽1917_05030	25590	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,25590
明治・大正-雑誌	60M太陽1917_05030	26760	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,26760
明治・大正-雑誌	60M太陽1917_05030	29590	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,29590
明治・大正-雑誌	60M太陽1917_05030	56080	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,56080
明治・大正-雑誌	60M太陽1917_05030	83330	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_05030,83330
明治・大正-雑誌	60M太陽1917_06031	15140	I	赤く	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_06031,15140
明治・大正-雑誌	60M太陽1917_08022	3870	I	赤き	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_08022,3870
明治・大正-雑誌	60M太陽1917_08037	1500	I	赤い	赤い	赤い	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=60M%E5%A4%AA%E9%99%BD1917_08037,1500
